country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Albania,AL,ALB,8,Proportion of population using safely managed drinking water services,2022,70.7360679461577,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2000,70.07851733471705,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2001,70.64218502789929,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2002,71.19185836534213,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2003,71.7269643155818,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2004,72.24755176635486,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2005,72.75315105398386,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2006,73.24434660742114,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2007,73.72072126071505,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2008,74.18282384253264,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2009,74.62768772440981,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2010,75.05680781281201,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2011,75.46991698043801,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2012,75.86762296856503,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2013,76.25014268198477,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2014,76.61823193533388,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2015,76.97196063521086,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2016,76.39485926260004,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2017,75.73054178784834,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2018,75.03613039984099,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2019,73.95387749398343,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2020,72.24814733029029,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2021,70.54703077699783,Total,,%,,,,Total
Algeria,DZ,DZA,12,Proportion of population using safely managed drinking water services,2022,70.59793395725629,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2000,80.57519230518145,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2001,81.61671286902106,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2002,82.6626371991011,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2003,83.71296529542117,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2004,84.76769715798156,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2005,85.82683278678236,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2006,86.89037218182322,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2007,87.55782290122448,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2008,87.78749530204273,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2009,88.01716770286092,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2010,88.24684010367912,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2011,88.47651250449736,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2012,88.70618490531557,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2013,88.93585730613376,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2014,89.165529706952,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2015,89.3952021077702,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2016,89.62487450858841,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2017,89.85454690940659,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2018,89.85454690940659,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2019,89.85454690940659,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2020,89.85454690940659,Total,,%,,,,Total
American Samoa,AS,ASM,16,Proportion of population using safely managed drinking water services,2021,89.85454690940659,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2000,90.63999951350188,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2001,90.64000150398743,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2002,90.64000119079246,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2003,90.64000007953226,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2004,90.64000122695872,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2005,90.63999807682602,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2006,90.64000399119446,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2007,90.64000357406408,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2008,90.64000377337784,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2009,90.64000380166411,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2010,90.63999825471745,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2011,90.64000111225451,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2012,90.63999818872223,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2013,90.64000194763956,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2014,90.64000036690463,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2015,90.64000157108572,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2016,90.63999637743642,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2017,90.6400033809841,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2018,90.63999598061206,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2019,90.63999709232554,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2020,90.63999866500325,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2021,90.64000154870703,Total,,%,,,,Total
Andorra,AD,AND,20,Proportion of population using safely managed drinking water services,2022,90.64000149006402,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2000,82.35071934953976,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2001,82.45861869229543,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2002,82.5738249153644,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2003,82.69190567248796,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2004,82.81055945085146,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2005,82.92975586052442,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2006,83.04956631881586,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2007,83.16992432534241,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2008,83.29089229769302,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2009,83.26616461969915,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2010,83.24158935354227,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2011,83.21716934133083,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2012,83.19288903400073,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2013,83.16902260855117,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2014,83.14534803505892,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2015,83.07821071659411,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2016,82.93473086070826,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2017,82.79145837603279,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2018,82.95983804125217,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2019,82.82284776003438,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2020,82.68581878546573,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2021,82.5487777192111,Total,,%,,,,Total
Armenia,AM,ARM,51,Proportion of population using safely managed drinking water services,2022,82.41172394155693,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2000,96.71923476996946,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2001,96.89049776991226,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2002,97.06175451030433,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2003,97.23301239484543,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2004,97.40427293087095,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2005,97.57553466847513,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2006,97.74679768418228,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2007,97.91805469512806,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2008,98.08931401734942,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2009,98.26057644584081,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2010,98.43183703185547,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2011,98.60309534338765,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2012,98.77435270231355,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2013,98.91264185749162,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2014,98.91103088214798,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2015,98.90942134522673,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2016,98.90780818930263,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2017,98.90620205378433,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2018,98.90447481512984,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2019,98.90261913148835,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2020,98.90064308467564,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2021,98.89854282494248,Total,,%,,,,Total
Austria,AT,AUT,40,Proportion of population using safely managed drinking water services,2022,98.89632338658129,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2000,57.74855478352826,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2001,59.48841339591536,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2002,60.11043412820517,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2003,60.72895971724469,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2004,61.34376705115965,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2005,61.95467733704657,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2006,62.56189412232544,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2007,63.16557866703732,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2008,63.76539141330593,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2009,64.36151040710328,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2010,64.95611473428838,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2011,65.54862720822717,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2012,66.13864431058308,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2013,66.72584785841094,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2014,67.30969811755226,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2015,67.88978273422714,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2016,68.46568240450654,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2017,69.03698468496354,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2018,69.6032658882812,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2019,70.16406507021621,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2020,70.67330996607328,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2021,71.14634824470379,Total,,%,,,,Total
Azerbaijan,AZ,AZE,31,Proportion of population using safely managed drinking water services,2022,71.61170271517489,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2000,98.88197973282632,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2001,98.88849678145954,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2002,98.89501350297657,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2003,98.90152989737743,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2004,98.90804596466214,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2005,98.91456170483065,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2006,98.92107711788302,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2007,98.92759220381923,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2008,98.92699889941572,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2009,98.92508028806279,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2010,98.92316167670984,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2011,98.9212430653569,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2012,98.91932445400396,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2013,98.91740584265101,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2014,98.91548723129807,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2015,98.91356861994512,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2016,98.91165000859219,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2017,98.90973139723924,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2018,98.90781278588631,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2019,98.90589417453336,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2020,98.90397556318041,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2021,98.90397556318041,Total,,%,,,,Total
Bahrain,BH,BHR,48,Proportion of population using safely managed drinking water services,2022,98.90397556318041,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2000,55.31870083047571,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2001,55.32511608693309,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2002,55.30371514918324,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2003,55.27874714712951,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2004,55.25035293621598,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2005,55.21885006909228,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2006,55.18367364042408,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2007,55.14496822586411,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2008,55.10287513339406,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2009,55.05754575626671,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2010,55.00858639015011,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2011,54.95632276770603,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2012,55.30369245017871,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2013,55.66687813184313,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2014,56.04547782093406,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2015,56.44019782814527,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2016,56.85079903047201,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2017,57.27760141718102,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2018,57.72074495448888,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2019,58.18021327011797,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2020,58.65599777393334,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2021,59.129846395272,Total,,%,,,,Total
Bangladesh,BD,BGD,50,Proportion of population using safely managed drinking water services,2022,59.10929531838071,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2000,81.81270733957305,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2001,81.96306864893289,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2002,82.11218945808862,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2003,82.25975802622968,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2004,83.36190652226568,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2005,84.44519877407954,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2006,85.50994402542354,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2007,86.55644748926551,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2008,87.58524080371549,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2009,88.59596526168589,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2010,89.60049132190154,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2011,90.58957844519333,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2012,91.55891427526318,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2013,92.31100941760906,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2014,92.40422543311418,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2015,92.49670655413875,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2016,92.5880037699573,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2017,92.67831571118933,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2018,92.76654466473502,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2019,92.85266959743618,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2020,92.93711077371051,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2021,93.01940272578021,Total,,%,,,,Total
Belarus,BY,BLR,112,Proportion of population using safely managed drinking water services,2022,93.09975591573217,Total,,%,,,,Total
